Gender,Age,Region,Diagnosis,2019,2020,2021,2022
Women,50-54 years,Region Midtjylland,Diseases of the stomach and intestines,464,472,531,478
Women,50-54 years,Region Midtjylland,Diseases of the urinary tract,96,121,108,118
Women,50-54 years,Region Midtjylland,Diseases of the musculoskeletal system,182,180,157,189
Women,50-54 years,Region Midtjylland,Diseases of female genital organs,21,25,22,29
Women,50-54 years,Region Midtjylland,"Diseases of pregnancy, delivery and the perinatal period",..,0,0,..
Women,50-54 years,Region Midtjylland,Diseases of the skin and venereal diseases,42,28,40,41
Women,50-54 years,Region Midtjylland,Diseases of the eye,6,..,3,3
Women,50-54 years,Region Midtjylland,"Diseases of ear, nose and throat",33,31,24,20
Women,50-54 years,Region Midtjylland,"Endocrine, metabolic and chromosomic diseases",75,76,71,88
Women,50-54 years,Region Midtjylland,Mental disorders,328,322,319,319
Women,50-54 years,Region Midtjylland,Diseases of mamma,3,..,..,9
Women,50-54 years,Region Midtjylland,Sterilization,0,0,0,0
Women,50-54 years,Region Midtjylland,Concussion,6,7,7,..
Women,50-54 years,Region Midtjylland,Poisonings,36,25,30,21
Women,50-54 years,Region Midtjylland,Live-born children,0,0,0,0
Women,50-54 years,Region Midtjylland,Other diseases,393,398,389,369
Women,50-54 years,Region Nordjylland,"Diagnosis, total",1120,1218,1188,1028
Women,50-54 years,Region Nordjylland,Infectious diseases,47,60,68,50
Women,50-54 years,Region Nordjylland,Diseases of lung,85,97,82,81
Women,50-54 years,Region Nordjylland,Diseases of the nervous system,53,69,69,52
Women,50-54 years,Region Nordjylland,Diseases of the heart and great vessels,67,63,47,54
Women,50-54 years,Region Nordjylland,"Diseases of arteries, veins, lymph",5,..,10,4
Women,50-54 years,Region Nordjylland,Varicose veins in leg,0,0,0,0
Women,50-54 years,Region Nordjylland,Diseases of blood and lymphatic tissue,6,11,15,16
Women,50-54 years,Region Nordjylland,Diseases of the stomach and intestines,261,258,257,231
Women,50-54 years,Region Nordjylland,Diseases of the urinary tract,40,49,58,39
Women,50-54 years,Region Nordjylland,Diseases of the musculoskeletal system,88,90,103,68
Women,50-54 years,Region Nordjylland,Diseases of female genital organs,29,19,17,14
Women,50-54 years,Region Nordjylland,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Women,50-54 years,Region Nordjylland,Diseases of the skin and venereal diseases,18,19,29,24
Women,50-54 years,Region Nordjylland,Diseases of the eye,8,5,6,7
Women,50-54 years,Region Nordjylland,"Diseases of ear, nose and throat",10,16,6,14
Women,50-54 years,Region Nordjylland,"Endocrine, metabolic and chromosomic diseases",34,46,38,33
Women,50-54 years,Region Nordjylland,Mental disorders,128,153,130,102
Women,50-54 years,Region Nordjylland,Diseases of mamma,..,0,0,..
Women,50-54 years,Region Nordjylland,Sterilization,0,0,0,0
Women,50-54 years,Region Nordjylland,Concussion,5,..,3,4
Women,50-54 years,Region Nordjylland,Poisonings,23,20,12,19
Women,50-54 years,Region Nordjylland,Live-born children,0,0,0,0
Women,50-54 years,Region Nordjylland,Other diseases,212,240,238,215
Women,55-59 years,Region Hovedstaden,"Diagnosis, total",3987,4084,4123,4042
Women,55-59 years,Region Hovedstaden,Infectious diseases,188,289,283,250
Women,55-59 years,Region Hovedstaden,Diseases of lung,548,375,337,409
Women,55-59 years,Region Hovedstaden,Diseases of the nervous system,254,241,218,233
Women,55-59 years,Region Hovedstaden,Diseases of the heart and great vessels,235,253,265,251
Women,55-59 years,Region Hovedstaden,"Diseases of arteries, veins, lymph",31,29,29,36
Women,55-59 years,Region Hovedstaden,Varicose veins in leg,..,..,0,..
Women,55-59 years,Region Hovedstaden,Diseases of blood and lymphatic tissue,58,67,49,35
Women,55-59 years,Region Hovedstaden,Diseases of the stomach and intestines,625,698,718,674
Women,55-59 years,Region Hovedstaden,Diseases of the urinary tract,127,146,170,143
Women,55-59 years,Region Hovedstaden,Diseases of the musculoskeletal system,314,304,367,372
Women,55-59 years,Region Hovedstaden,Diseases of female genital organs,18,26,28,24
Women,55-59 years,Region Hovedstaden,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Women,55-59 years,Region Hovedstaden,Diseases of the skin and venereal diseases,54,67,51,62
Women,55-59 years,Region Hovedstaden,Diseases of the eye,31,19,4,5
Women,55-59 years,Region Hovedstaden,"Diseases of ear, nose and throat",48,33,43,47
Women,55-59 years,Region Hovedstaden,"Endocrine, metabolic and chromosomic diseases",122,118,94,109
Women,55-59 years,Region Hovedstaden,Mental disorders,499,541,558,540
Women,55-59 years,Region Hovedstaden,Diseases of mamma,25,26,34,30
Women,55-59 years,Region Hovedstaden,Sterilization,0,0,0,0
Women,55-59 years,Region Hovedstaden,Concussion,9,8,11,11
Women,55-59 years,Region Hovedstaden,Poisonings,40,54,37,48
Women,55-59 years,Region Hovedstaden,Live-born children,0,0,0,0
Women,55-59 years,Region Hovedstaden,Other diseases,760,789,827,762
Women,55-59 years,Region Sjælland,"Diagnosis, total",2130,2331,2352,2297
Women,55-59 years,Region Sjælland,Infectious diseases,86,126,163,123
Women,55-59 years,Region Sjælland,Diseases of lung,227,268,278,257
Women,55-59 years,Region Sjælland,Diseases of the nervous system,95,89,92,105
Women,55-59 years,Region Sjælland,Diseases of the heart and great vessels,143,170,147,163
Women,55-59 years,Region Sjælland,"Diseases of arteries, veins, lymph",14,16,16,10
Women,55-59 years,Region Sjælland,Varicose veins in leg,0,0,0,0
Women,55-59 years,Region Sjælland,Diseases of blood and lymphatic tissue,42,61,46,58
Women,55-59 years,Region Sjælland,Diseases of the stomach and intestines,403,444,445,414
Women,55-59 years,Region Sjælland,Diseases of the urinary tract,99,88,107,103
Women,55-59 years,Region Sjælland,Diseases of the musculoskeletal system,152,170,187,183
Women,55-59 years,Region Sjælland,Diseases of female genital organs,14,11,16,20
Women,55-59 years,Region Sjælland,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Women,55-59 years,Region Sjælland,Diseases of the skin and venereal diseases,46,38,33,42
Women,55-59 years,Region Sjælland,Diseases of the eye,8,3,4,7
Women,55-59 years,Region Sjælland,"Diseases of ear, nose and throat",15,14,14,23
Women,55-59 years,Region Sjælland,"Endocrine, metabolic and chromosomic diseases",86,76,76,74
Women,55-59 years,Region Sjælland,Mental disorders,242,234,213,230
Women,55-59 years,Region Sjælland,Diseases of mamma,11,15,13,11
Women,55-59 years,Region Sjælland,Sterilization,0,0,0,0
Women,55-59 years,Region Sjælland,Concussion,..,..,5,0
Women,55-59 years,Region Sjælland,Poisonings,31,18,25,28
Women,55-59 years,Region Sjælland,Live-born children,0,0,0,0
Women,55-59 years,Region Sjælland,Other diseases,414,488,472,446
Women,55-59 years,Region Syddanmark,"Diagnosis, total",2192,2554,2495,2528
Women,55-59 years,Region Syddanmark,Infectious diseases,102,102,150,156
Women,55-59 years,Region Syddanmark,Diseases of lung,229,256,225,241
Women,55-59 years,Region Syddanmark,Diseases of the nervous system,120,150,133,157
Women,55-59 years,Region Syddanmark,Diseases of the heart and great vessels,147,171,135,181
Women,55-59 years,Region Syddanmark,"Diseases of arteries, veins, lymph",10,7,7,13
Women,55-59 years,Region Syddanmark,Varicose veins in leg,0,0,0,..
Women,55-59 years,Region Syddanmark,Diseases of blood and lymphatic tissue,18,24,37,21
Women,55-59 years,Region Syddanmark,Diseases of the stomach and intestines,388,433,480,439
Women,55-59 years,Region Syddanmark,Diseases of the urinary tract,94,110,104,133
Women,55-59 years,Region Syddanmark,Diseases of the musculoskeletal system,200,247,239,247
Women,55-59 years,Region Syddanmark,Diseases of female genital organs,19,16,17,21
Women,55-59 years,Region Syddanmark,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Women,55-59 years,Region Syddanmark,Diseases of the skin and venereal diseases,20,37,29,33
Women,55-59 years,Region Syddanmark,Diseases of the eye,5,8,4,5
Women,55-59 years,Region Syddanmark,"Diseases of ear, nose and throat",21,33,22,44
Women,55-59 years,Region Syddanmark,"Endocrine, metabolic and chromosomic diseases",66,67,75,90
Women,55-59 years,Region Syddanmark,Mental disorders,293,344,315,245
Women,55-59 years,Region Syddanmark,Diseases of mamma,9,12,14,9
Women,55-59 years,Region Syddanmark,Sterilization,0,0,0,0
Women,55-59 years,Region Syddanmark,Concussion,6,6,4,4
Women,55-59 years,Region Syddanmark,Poisonings,21,26,15,29
Women,55-59 years,Region Syddanmark,Live-born children,0,0,0,0
Women,55-59 years,Region Syddanmark,Other diseases,424,505,490,459
Women,55-59 years,Region Midtjylland,"Diagnosis, total",2404,2588,2627,2650
Women,55-59 years,Region Midtjylland,Infectious diseases,120,159,178,196
Women,55-59 years,Region Midtjylland,Diseases of lung,289,270,245,222
Women,55-59 years,Region Midtjylland,Diseases of the nervous system,116,141,120,127
Women,55-59 years,Region Midtjylland,Diseases of the heart and great vessels,131,139,153,174
Women,55-59 years,Region Midtjylland,"Diseases of arteries, veins, lymph",11,6,14,13
Women,55-59 years,Region Midtjylland,Varicose veins in leg,0,0,0,0
Women,55-59 years,Region Midtjylland,Diseases of blood and lymphatic tissue,25,38,42,22
Women,55-59 years,Region Midtjylland,Diseases of the stomach and intestines,506,520,514,541
Women,55-59 years,Region Midtjylland,Diseases of the urinary tract,95,127,114,111
Women,55-59 years,Region Midtjylland,Diseases of the musculoskeletal system,228,207,277,234
Women,55-59 years,Region Midtjylland,Diseases of female genital organs,16,13,17,14
Women,55-59 years,Region Midtjylland,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Women,55-59 years,Region Midtjylland,Diseases of the skin and venereal diseases,25,28,33,37
Women,55-59 years,Region Midtjylland,Diseases of the eye,..,..,..,8
Women,55-59 years,Region Midtjylland,"Diseases of ear, nose and throat",44,34,33,43
Women,55-59 years,Region Midtjylland,"Endocrine, metabolic and chromosomic diseases",73,100,75,101
Women,55-59 years,Region Midtjylland,Mental disorders,268,299,310,313
Women,55-59 years,Region Midtjylland,Diseases of mamma,..,..,7,6
Women,55-59 years,Region Midtjylland,Sterilization,0,0,0,0
Women,55-59 years,Region Midtjylland,Concussion,12,9,8,5
Women,55-59 years,Region Midtjylland,Poisonings,30,32,25,35
Women,55-59 years,Region Midtjylland,Live-born children,0,0,0,0
Women,55-59 years,Region Midtjylland,Other diseases,411,463,460,448
Women,55-59 years,Region Nordjylland,"Diagnosis, total",1237,1463,1440,1320
Women,55-59 years,Region Nordjylland,Infectious diseases,68,58,64,97
Women,55-59 years,Region Nordjylland,Diseases of lung,157,148,153,102
Women,55-59 years,Region Nordjylland,Diseases of the nervous system,65,80,66,72
Women,55-59 years,Region Nordjylland,Diseases of the heart and great vessels,77,97,96,101
Women,55-59 years,Region Nordjylland,"Diseases of arteries, veins, lymph",8,6,5,8
Women,55-59 years,Region Nordjylland,Varicose veins in leg,0,0,0,0
Women,55-59 years,Region Nordjylland,Diseases of blood and lymphatic tissue,19,25,30,26
Women,55-59 years,Region Nordjylland,Diseases of the stomach and intestines,269,332,282,286
Women,55-59 years,Region Nordjylland,Diseases of the urinary tract,45,64,48,51
Women,55-59 years,Region Nordjylland,Diseases of the musculoskeletal system,100,89,131,112
Women,55-59 years,Region Nordjylland,Diseases of female genital organs,..,12,12,8
Women,55-59 years,Region Nordjylland,"Diseases of pregnancy, delivery and the perinatal period",0,..,0,0
Women,55-59 years,Region Nordjylland,Diseases of the skin and venereal diseases,19,17,27,20
Women,55-59 years,Region Nordjylland,Diseases of the eye,10,3,14,5
Women,55-59 years,Region Nordjylland,"Diseases of ear, nose and throat",15,15,14,19
Women,55-59 years,Region Nordjylland,"Endocrine, metabolic and chromosomic diseases",35,38,59,47
Women,55-59 years,Region Nordjylland,Mental disorders,97,143,104,100
Women,55-59 years,Region Nordjylland,Diseases of mamma,..,..,3,0
Women,55-59 years,Region Nordjylland,Sterilization,0,0,0,0
Women,55-59 years,Region Nordjylland,Concussion,4,5,3,..
Women,55-59 years,Region Nordjylland,Poisonings,16,12,13,7
Women,55-59 years,Region Nordjylland,Live-born children,0,0,0,0
Women,55-59 years,Region Nordjylland,Other diseases,230,316,316,257
Women,60-64 years,Region Hovedstaden,"Diagnosis, total",4356,4438,4331,4180
Women,60-64 years,Region Hovedstaden,Infectious diseases,239,296,288,253
Women,60-64 years,Region Hovedstaden,Diseases of lung,689,563,565,527
Women,60-64 years,Region Hovedstaden,Diseases of the nervous system,259,291,267,258
Women,60-64 years,Region Hovedstaden,Diseases of the heart and great vessels,335,319,298,335
Women,60-64 years,Region Hovedstaden,"Diseases of arteries, veins, lymph",35,32,39,29
Women,60-64 years,Region Hovedstaden,Varicose veins in leg,3,3,..,0
Women,60-64 years,Region Hovedstaden,Diseases of blood and lymphatic tissue,71,55,45,58
Women,60-64 years,Region Hovedstaden,Diseases of the stomach and intestines,680,730,734,685
Women,60-64 years,Region Hovedstaden,Diseases of the urinary tract,164,171,150,127
Women,60-64 years,Region Hovedstaden,Diseases of the musculoskeletal system,366,418,382,420
Women,60-64 years,Region Hovedstaden,Diseases of female genital organs,23,23,11,15
Women,60-64 years,Region Hovedstaden,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Women,60-64 years,Region Hovedstaden,Diseases of the skin and venereal diseases,60,73,58,43
Women,60-64 years,Region Hovedstaden,Diseases of the eye,36,26,11,13
Women,60-64 years,Region Hovedstaden,"Diseases of ear, nose and throat",58,44,38,49
Women,60-64 years,Region Hovedstaden,"Endocrine, metabolic and chromosomic diseases",115,132,144,125
Women,60-64 years,Region Hovedstaden,Mental disorders,377,401,407,437
Women,60-64 years,Region Hovedstaden,Diseases of mamma,20,16,19,17
Women,60-64 years,Region Hovedstaden,Sterilization,0,0,0,0
Women,60-64 years,Region Hovedstaden,Concussion,11,7,10,7
Women,60-64 years,Region Hovedstaden,Poisonings,25,19,29,36
Women,60-64 years,Region Hovedstaden,Live-born children,0,0,0,0
Women,60-64 years,Region Hovedstaden,Other diseases,790,819,835,746
Women,60-64 years,Region Sjælland,"Diagnosis, total",2373,2593,2592,2486
Women,60-64 years,Region Sjælland,Infectious diseases,115,164,174,186
Women,60-64 years,Region Sjælland,Diseases of lung,391,389,349,337
Women,60-64 years,Region Sjælland,Diseases of the nervous system,107,104,112,129
Women,60-64 years,Region Sjælland,Diseases of the heart and great vessels,198,201,216,228
Women,60-64 years,Region Sjælland,"Diseases of arteries, veins, lymph",25,30,27,10
Women,60-64 years,Region Sjælland,Varicose veins in leg,0,0,0,0
Women,60-64 years,Region Sjælland,Diseases of blood and lymphatic tissue,67,50,71,37
Women,60-64 years,Region Sjælland,Diseases of the stomach and intestines,374,459,427,440
Women,60-64 years,Region Sjælland,Diseases of the urinary tract,121,103,106,108
Women,60-64 years,Region Sjælland,Diseases of the musculoskeletal system,196,207,243,209
Women,60-64 years,Region Sjælland,Diseases of female genital organs,16,23,19,15
Women,60-64 years,Region Sjælland,"Diseases of pregnancy, delivery and the perinatal period",0,..,0,0
Women,60-64 years,Region Sjælland,Diseases of the skin and venereal diseases,49,37,33,33
Women,60-64 years,Region Sjælland,Diseases of the eye,4,..,5,5
Women,60-64 years,Region Sjælland,"Diseases of ear, nose and throat",21,18,13,25
Women,60-64 years,Region Sjælland,"Endocrine, metabolic and chromosomic diseases",82,98,81,87
Women,60-64 years,Region Sjælland,Mental disorders,152,170,174,163
Women,60-64 years,Region Sjælland,Diseases of mamma,9,12,21,10
Women,60-64 years,Region Sjælland,Sterilization,0,0,0,0
Women,60-64 years,Region Sjælland,Concussion,9,4,6,3
Women,60-64 years,Region Sjælland,Poisonings,24,26,17,28
Women,60-64 years,Region Sjælland,Live-born children,0,0,0,0
Women,60-64 years,Region Sjælland,Other diseases,413,495,498,433
Women,60-64 years,Region Syddanmark,"Diagnosis, total",2611,2833,2846,2876
Women,60-64 years,Region Syddanmark,Infectious diseases,118,114,200,201
Women,60-64 years,Region Syddanmark,Diseases of lung,385,334,370,352
Women,60-64 years,Region Syddanmark,Diseases of the nervous system,162,190,149,185
Women,60-64 years,Region Syddanmark,Diseases of the heart and great vessels,212,220,188,233
Women,60-64 years,Region Syddanmark,"Diseases of arteries, veins, lymph",13,24,16,16
Women,60-64 years,Region Syddanmark,Varicose veins in leg,0,0,0,0
Women,60-64 years,Region Syddanmark,Diseases of blood and lymphatic tissue,21,32,36,31
Women,60-64 years,Region Syddanmark,Diseases of the stomach and intestines,448,538,442,471
Women,60-64 years,Region Syddanmark,Diseases of the urinary tract,119,111,137,127
Women,60-64 years,Region Syddanmark,Diseases of the musculoskeletal system,219,295,289,290
Women,60-64 years,Region Syddanmark,Diseases of female genital organs,10,20,27,8
Women,60-64 years,Region Syddanmark,"Diseases of pregnancy, delivery and the perinatal period",..,0,0,0
Women,60-64 years,Region Syddanmark,Diseases of the skin and venereal diseases,24,28,42,43
Women,60-64 years,Region Syddanmark,Diseases of the eye,7,3,..,5
Women,60-64 years,Region Syddanmark,"Diseases of ear, nose and throat",25,31,32,44
Women,60-64 years,Region Syddanmark,"Endocrine, metabolic and chromosomic diseases",103,62,117,82
Women,60-64 years,Region Syddanmark,Mental disorders,230,250,250,194
Women,60-64 years,Region Syddanmark,Diseases of mamma,7,14,5,26
Women,60-64 years,Region Syddanmark,Sterilization,0,0,0,0
Women,60-64 years,Region Syddanmark,Concussion,3,11,6,7
Women,60-64 years,Region Syddanmark,Poisonings,12,11,12,16
Women,60-64 years,Region Syddanmark,Live-born children,0,0,0,0
Women,60-64 years,Region Syddanmark,Other diseases,492,545,527,545
Women,60-64 years,Region Midtjylland,"Diagnosis, total",2786,2825,2884,2837
Women,60-64 years,Region Midtjylland,Infectious diseases,151,171,188,208
Women,60-64 years,Region Midtjylland,Diseases of lung,442,356,381,364
Women,60-64 years,Region Midtjylland,Diseases of the nervous system,117,144,128,134
Women,60-64 years,Region Midtjylland,Diseases of the heart and great vessels,208,218,216,201
Women,60-64 years,Region Midtjylland,"Diseases of arteries, veins, lymph",18,15,21,11
Women,60-64 years,Region Midtjylland,Varicose veins in leg,0,0,0,0
Women,60-64 years,Region Midtjylland,Diseases of blood and lymphatic tissue,44,44,33,43
Women,60-64 years,Region Midtjylland,Diseases of the stomach and intestines,443,516,523,498
Women,60-64 years,Region Midtjylland,Diseases of the urinary tract,119,136,161,128
Women,60-64 years,Region Midtjylland,Diseases of the musculoskeletal system,304,264,254,277
Women,60-64 years,Region Midtjylland,Diseases of female genital organs,8,11,12,9
Women,60-64 years,Region Midtjylland,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Women,60-64 years,Region Midtjylland,Diseases of the skin and venereal diseases,36,38,43,36
Women,60-64 years,Region Midtjylland,Diseases of the eye,6,3,6,9
Women,60-64 years,Region Midtjylland,"Diseases of ear, nose and throat",44,36,26,56
Women,60-64 years,Region Midtjylland,"Endocrine, metabolic and chromosomic diseases",83,95,92,96
Women,60-64 years,Region Midtjylland,Mental disorders,217,243,265,248
Women,60-64 years,Region Midtjylland,Diseases of mamma,7,4,6,13
Women,60-64 years,Region Midtjylland,Sterilization,0,0,0,0
Women,60-64 years,Region Midtjylland,Concussion,3,9,..,12
Women,60-64 years,Region Midtjylland,Poisonings,34,23,29,14
Women,60-64 years,Region Midtjylland,Live-born children,0,0,0,0
Women,60-64 years,Region Midtjylland,Other diseases,502,499,498,480
Women,60-64 years,Region Nordjylland,"Diagnosis, total",1327,1505,1554,1509
Women,60-64 years,Region Nordjylland,Infectious diseases,68,67,100,88
Women,60-64 years,Region Nordjylland,Diseases of lung,242,205,204,189
Women,60-64 years,Region Nordjylland,Diseases of the nervous system,71,90,103,95
Women,60-64 years,Region Nordjylland,Diseases of the heart and great vessels,82,111,101,92
Women,60-64 years,Region Nordjylland,"Diseases of arteries, veins, lymph",3,8,14,..
Women,60-64 years,Region Nordjylland,Varicose veins in leg,..,0,0,0
Women,60-64 years,Region Nordjylland,Diseases of blood and lymphatic tissue,23,21,25,20
Women,60-64 years,Region Nordjylland,Diseases of the stomach and intestines,243,285,289,320
Women,60-64 years,Region Nordjylland,Diseases of the urinary tract,49,78,56,49
Women,60-64 years,Region Nordjylland,Diseases of the musculoskeletal system,105,124,136,150
Women,60-64 years,Region Nordjylland,Diseases of female genital organs,9,8,..,4
Women,60-64 years,Region Nordjylland,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Women,60-64 years,Region Nordjylland,Diseases of the skin and venereal diseases,13,24,24,13
Women,60-64 years,Region Nordjylland,Diseases of the eye,6,7,6,5
Women,60-64 years,Region Nordjylland,"Diseases of ear, nose and throat",11,11,16,20
Women,60-64 years,Region Nordjylland,"Endocrine, metabolic and chromosomic diseases",48,49,51,48
Women,60-64 years,Region Nordjylland,Mental disorders,89,107,111,88
Women,60-64 years,Region Nordjylland,Diseases of mamma,0,0,..,..
Women,60-64 years,Region Nordjylland,Sterilization,0,0,0,0
Women,60-64 years,Region Nordjylland,Concussion,..,4,..,5
Women,60-64 years,Region Nordjylland,Poisonings,7,6,9,15
Women,60-64 years,Region Nordjylland,Live-born children,0,0,0,0
Women,60-64 years,Region Nordjylland,Other diseases,255,300,306,305
Women,65-69 years,Region Hovedstaden,"Diagnosis, total",5135,5268,5268,4936
Women,65-69 years,Region Hovedstaden,Infectious diseases,260,352,389,344
Women,65-69 years,Region Hovedstaden,Diseases of lung,945,766,730,743
Women,65-69 years,Region Hovedstaden,Diseases of the nervous system,281,348,338,314
Women,65-69 years,Region Hovedstaden,Diseases of the heart and great vessels,476,471,512,482
Women,65-69 years,Region Hovedstaden,"Diseases of arteries, veins, lymph",34,49,48,30
Women,65-69 years,Region Hovedstaden,Varicose veins in leg,..,3,..,..
Women,65-69 years,Region Hovedstaden,Diseases of blood and lymphatic tissue,110,126,104,75
Women,65-69 years,Region Hovedstaden,Diseases of the stomach and intestines,730,729,775,658
Women,65-69 years,Region Hovedstaden,Diseases of the urinary tract,210,190,199,204
Women,65-69 years,Region Hovedstaden,Diseases of the musculoskeletal system,490,463,544,532
Women,65-69 years,Region Hovedstaden,Diseases of female genital organs,16,20,26,10
Women,65-69 years,Region Hovedstaden,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Women,65-69 years,Region Hovedstaden,Diseases of the skin and venereal diseases,56,64,56,55
Women,65-69 years,Region Hovedstaden,Diseases of the eye,29,19,10,9
Women,65-69 years,Region Hovedstaden,"Diseases of ear, nose and throat",64,49,44,52
Women,65-69 years,Region Hovedstaden,"Endocrine, metabolic and chromosomic diseases",199,157,169,174
Women,65-69 years,Region Hovedstaden,Mental disorders,326,399,343,365
Women,65-69 years,Region Hovedstaden,Diseases of mamma,18,26,20,11
Women,65-69 years,Region Hovedstaden,Sterilization,0,0,0,0
Women,65-69 years,Region Hovedstaden,Concussion,..,10,8,6
Women,65-69 years,Region Hovedstaden,Poisonings,36,25,40,25
Women,65-69 years,Region Hovedstaden,Live-born children,0,0,0,0
Women,65-69 years,Region Hovedstaden,Other diseases,852,1002,911,845
Women,65-69 years,Region Sjælland,"Diagnosis, total",2943,3171,2990,3110
Women,65-69 years,Region Sjælland,Infectious diseases,128,184,172,232
Women,65-69 years,Region Sjælland,Diseases of lung,532,490,483,502
Women,65-69 years,Region Sjælland,Diseases of the nervous system,119,155,133,140
Women,65-69 years,Region Sjælland,Diseases of the heart and great vessels,297,298,246,315
Women,65-69 years,Region Sjælland,"Diseases of arteries, veins, lymph",28,31,23,28
Women,65-69 years,Region Sjælland,Varicose veins in leg,0,..,0,..
Women,65-69 years,Region Sjælland,Diseases of blood and lymphatic tissue,90,93,86,75
Women,65-69 years,Region Sjælland,Diseases of the stomach and intestines,430,521,432,434
Women,65-69 years,Region Sjælland,Diseases of the urinary tract,137,127,142,150
Women,65-69 years,Region Sjælland,Diseases of the musculoskeletal system,279,251,256,322
Women,65-69 years,Region Sjælland,Diseases of female genital organs,16,19,13,20
Women,65-69 years,Region Sjælland,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Women,65-69 years,Region Sjælland,Diseases of the skin and venereal diseases,37,45,49,39
Women,65-69 years,Region Sjælland,Diseases of the eye,5,3,8,7
Women,65-69 years,Region Sjælland,"Diseases of ear, nose and throat",29,26,12,28
Women,65-69 years,Region Sjælland,"Endocrine, metabolic and chromosomic diseases",132,133,138,127
Women,65-69 years,Region Sjælland,Mental disorders,144,141,141,128
Women,65-69 years,Region Sjælland,Diseases of mamma,12,23,5,16
Women,65-69 years,Region Sjælland,Sterilization,0,0,0,0
Women,65-69 years,Region Sjælland,Concussion,5,4,6,3
Women,65-69 years,Region Sjælland,Poisonings,11,24,18,21
Women,65-69 years,Region Sjælland,Live-born children,0,0,0,0
Women,65-69 years,Region Sjælland,Other diseases,512,601,627,521
Women,65-69 years,Region Syddanmark,"Diagnosis, total",2902,3286,3264,3570
Women,65-69 years,Region Syddanmark,Infectious diseases,110,171,205,229
Women,65-69 years,Region Syddanmark,Diseases of lung,490,521,475,538
Women,65-69 years,Region Syddanmark,Diseases of the nervous system,186,195,222,278
Women,65-69 years,Region Syddanmark,Diseases of the heart and great vessels,249,286,293,311
Women,65-69 years,Region Syddanmark,"Diseases of arteries, veins, lymph",16,24,23,18
Women,65-69 years,Region Syddanmark,Varicose veins in leg,0,..,3,0
Women,65-69 years,Region Syddanmark,Diseases of blood and lymphatic tissue,31,51,59,46
Women,65-69 years,Region Syddanmark,Diseases of the stomach and intestines,429,485,511,514
Women,65-69 years,Region Syddanmark,Diseases of the urinary tract,124,162,141,157
Women,65-69 years,Region Syddanmark,Diseases of the musculoskeletal system,305,339,381,363
Women,65-69 years,Region Syddanmark,Diseases of female genital organs,27,17,14,27
Women,65-69 years,Region Syddanmark,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Women,65-69 years,Region Syddanmark,Diseases of the skin and venereal diseases,36,26,32,59
Women,65-69 years,Region Syddanmark,Diseases of the eye,6,3,10,5
Women,65-69 years,Region Syddanmark,"Diseases of ear, nose and throat",31,25,36,42
Women,65-69 years,Region Syddanmark,"Endocrine, metabolic and chromosomic diseases",114,128,94,131
Women,65-69 years,Region Syddanmark,Mental disorders,195,214,161,155
Women,65-69 years,Region Syddanmark,Diseases of mamma,9,10,14,7
Women,65-69 years,Region Syddanmark,Sterilization,0,0,0,0
Women,65-69 years,Region Syddanmark,Concussion,3,5,7,5
Women,65-69 years,Region Syddanmark,Poisonings,14,28,21,16
Women,65-69 years,Region Syddanmark,Live-born children,0,0,0,0
Women,65-69 years,Region Syddanmark,Other diseases,527,595,562,669
Women,65-69 years,Region Midtjylland,"Diagnosis, total",3384,3517,3443,3455
Women,65-69 years,Region Midtjylland,Infectious diseases,170,190,211,272
Women,65-69 years,Region Midtjylland,Diseases of lung,638,599,577,563
Women,65-69 years,Region Midtjylland,Diseases of the nervous system,180,166,152,184
Women,65-69 years,Region Midtjylland,Diseases of the heart and great vessels,272,298,317,306
Women,65-69 years,Region Midtjylland,"Diseases of arteries, veins, lymph",16,18,18,19
Women,65-69 years,Region Midtjylland,Varicose veins in leg,0,..,..,0
Women,65-69 years,Region Midtjylland,Diseases of blood and lymphatic tissue,54,68,71,63
Women,65-69 years,Region Midtjylland,Diseases of the stomach and intestines,546,557,524,517
Women,65-69 years,Region Midtjylland,Diseases of the urinary tract,166,193,159,139
Women,65-69 years,Region Midtjylland,Diseases of the musculoskeletal system,322,343,346,364
Women,65-69 years,Region Midtjylland,Diseases of female genital organs,12,12,13,15
Women,65-69 years,Region Midtjylland,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Women,65-69 years,Region Midtjylland,Diseases of the skin and venereal diseases,39,40,43,33
Women,65-69 years,Region Midtjylland,Diseases of the eye,4,..,4,4
Women,65-69 years,Region Midtjylland,"Diseases of ear, nose and throat",36,44,39,68
Women,65-69 years,Region Midtjylland,"Endocrine, metabolic and chromosomic diseases",124,115,157,130
Women,65-69 years,Region Midtjylland,Mental disorders,172,201,220,177
