,Gender,Age,Region,Diagnosis,2019,2020,2021,2022
3352,Women,35-39 years,Region Nordjylland,Mental disorders,73.0,89.0,107.0,99.0
3353,Women,35-39 years,Region Nordjylland,Diseases of mamma,0.0,0.0,0.0,0.0
3354,Women,35-39 years,Region Nordjylland,Sterilization,0.0,0.0,0.0,0.0
3355,Women,35-39 years,Region Nordjylland,Concussion,3.0,3.0,3.0,3.0
3356,Women,35-39 years,Region Nordjylland,Poisonings,4.0,6.666666666666667,7.0,9.0
3357,Women,35-39 years,Region Nordjylland,Live-born children,0.0,0.0,0.0,0.0
3358,Women,35-39 years,Region Nordjylland,Other diseases,142.0,174.0,176.0,170.0
3359,Women,40-44 years,Region Hovedstaden,"Diagnosis, total",3441.0,3494.0,3327.0,3032.0
3360,Women,40-44 years,Region Hovedstaden,Infectious diseases,78.0,108.0,146.0,89.0
3361,Women,40-44 years,Region Hovedstaden,Diseases of lung,200.0,134.0,131.0,120.0
3362,Women,40-44 years,Region Hovedstaden,Diseases of the nervous system,121.0,154.0,112.0,109.0
3363,Women,40-44 years,Region Hovedstaden,Diseases of the heart and great vessels,89.0,86.0,52.0,56.0
3364,Women,40-44 years,Region Hovedstaden,"Diseases of arteries, veins, lymph",28.0,20.0,15.0,13.0
3365,Women,40-44 years,Region Hovedstaden,Varicose veins in leg,0.0,0.0,0.0,0.0
3366,Women,40-44 years,Region Hovedstaden,Diseases of blood and lymphatic tissue,21.0,23.0,30.0,13.0
3367,Women,40-44 years,Region Hovedstaden,Diseases of the stomach and intestines,535.0,499.0,496.0,430.0
3368,Women,40-44 years,Region Hovedstaden,Diseases of the urinary tract,97.0,92.0,95.0,97.0
3369,Women,40-44 years,Region Hovedstaden,Diseases of the musculoskeletal system,178.0,171.0,156.0,168.0
3370,Women,40-44 years,Region Hovedstaden,Diseases of female genital organs,59.0,44.0,50.0,48.0
3371,Women,40-44 years,Region Hovedstaden,"Diseases of pregnancy, delivery and the perinatal period",740.0,799.0,786.0,756.0
3372,Women,40-44 years,Region Hovedstaden,Diseases of the skin and venereal diseases,61.0,64.0,40.0,38.0
3373,Women,40-44 years,Region Hovedstaden,Diseases of the eye,8.0,9.0,3.0,6.0
3374,Women,40-44 years,Region Hovedstaden,"Diseases of ear, nose and throat",39.0,34.0,25.0,30.0
3375,Women,40-44 years,Region Hovedstaden,"Endocrine, metabolic and chromosomic diseases",48.0,43.0,35.0,49.0
3376,Women,40-44 years,Region Hovedstaden,Mental disorders,477.0,483.0,491.0,437.0
3377,Women,40-44 years,Region Hovedstaden,Diseases of mamma,10.0,14.0,24.0,18.0
3378,Women,40-44 years,Region Hovedstaden,Sterilization,0.0,0.0,0.0,0.0
3379,Women,40-44 years,Region Hovedstaden,Concussion,5.0,6.0,3.0,3.0
3380,Women,40-44 years,Region Hovedstaden,Poisonings,43.0,48.0,23.0,28.0
3381,Women,40-44 years,Region Hovedstaden,Live-born children,0.0,0.0,0.0,0.0
3382,Women,40-44 years,Region Hovedstaden,Other diseases,603.0,663.0,613.0,523.0
3383,Women,40-44 years,Region Sjælland,"Diagnosis, total",1423.0,1478.0,1417.0,1429.0
3384,Women,40-44 years,Region Sjælland,Infectious diseases,36.0,36.0,57.0,55.0
3385,Women,40-44 years,Region Sjælland,Diseases of lung,63.0,73.0,66.0,44.0
3386,Women,40-44 years,Region Sjælland,Diseases of the nervous system,57.0,59.0,34.0,52.0
3387,Women,40-44 years,Region Sjælland,Diseases of the heart and great vessels,32.0,25.0,39.0,38.0
3388,Women,40-44 years,Region Sjælland,"Diseases of arteries, veins, lymph",11.0,9.0,12.0,14.0
3389,Women,40-44 years,Region Sjælland,Varicose veins in leg,0.0,0.0,0.0,0.0
3390,Women,40-44 years,Region Sjælland,Diseases of blood and lymphatic tissue,12.0,18.0,11.0,11.0
3391,Women,40-44 years,Region Sjælland,Diseases of the stomach and intestines,252.0,288.0,282.0,261.0
3392,Women,40-44 years,Region Sjælland,Diseases of the urinary tract,50.0,57.0,57.0,54.0
3393,Women,40-44 years,Region Sjælland,Diseases of the musculoskeletal system,89.0,93.0,110.0,99.0
3394,Women,40-44 years,Region Sjælland,Diseases of female genital organs,33.0,23.0,30.0,40.0
3395,Women,40-44 years,Region Sjælland,"Diseases of pregnancy, delivery and the perinatal period",185.0,181.0,170.0,205.0
3396,Women,40-44 years,Region Sjælland,Diseases of the skin and venereal diseases,30.0,26.0,18.0,28.0
3397,Women,40-44 years,Region Sjælland,Diseases of the eye,7.0,7.0,7.0,7.0
3398,Women,40-44 years,Region Sjælland,"Diseases of ear, nose and throat",12.0,12.0,4.0,9.0
3399,Women,40-44 years,Region Sjælland,"Endocrine, metabolic and chromosomic diseases",16.0,25.0,27.0,34.0
3400,Women,40-44 years,Region Sjælland,Mental disorders,229.0,182.0,164.0,194.0
3401,Women,40-44 years,Region Sjælland,Diseases of mamma,4.0,7.0,6.0,7.0
3402,Women,40-44 years,Region Sjælland,Sterilization,0.0,0.0,0.0,0.0
3403,Women,40-44 years,Region Sjælland,Concussion,3.0,3.0,3.0,3.0
3404,Women,40-44 years,Region Sjælland,Poisonings,27.0,15.0,21.0,16.0
3405,Women,40-44 years,Region Sjælland,Live-born children,0.0,0.0,0.0,0.0
3406,Women,40-44 years,Region Sjælland,Other diseases,279.0,345.0,304.0,263.0
3407,Women,40-44 years,Region Syddanmark,"Diagnosis, total",1557.0,1746.0,1701.0,1632.0
3408,Women,40-44 years,Region Syddanmark,Infectious diseases,46.0,48.0,76.0,59.0
3409,Women,40-44 years,Region Syddanmark,Diseases of lung,74.0,64.0,57.0,73.0
3410,Women,40-44 years,Region Syddanmark,Diseases of the nervous system,74.0,77.0,71.0,47.0
3411,Women,40-44 years,Region Syddanmark,Diseases of the heart and great vessels,32.0,47.0,45.0,28.0
3412,Women,40-44 years,Region Syddanmark,"Diseases of arteries, veins, lymph",,,,
3413,Women,40-44 years,Region Syddanmark,Varicose veins in leg,0.0,0.0,0.0,0.0
3414,Women,40-44 years,Region Syddanmark,Diseases of blood and lymphatic tissue,11.0,11.0,11.0,13.0
3415,Women,40-44 years,Region Syddanmark,Diseases of the stomach and intestines,248.0,280.0,258.0,256.0
3416,Women,40-44 years,Region Syddanmark,Diseases of the urinary tract,75.0,81.0,58.0,66.0
3417,Women,40-44 years,Region Syddanmark,Diseases of the musculoskeletal system,92.0,107.0,110.0,109.0
3418,Women,40-44 years,Region Syddanmark,Diseases of female genital organs,36.0,27.0,36.0,44.0
3419,Women,40-44 years,Region Syddanmark,"Diseases of pregnancy, delivery and the perinatal period",116.0,128.0,162.0,135.0
3420,Women,40-44 years,Region Syddanmark,Diseases of the skin and venereal diseases,31.0,26.0,31.0,23.0
3421,Women,40-44 years,Region Syddanmark,Diseases of the eye,3.0,3.0,4.0,3.0
3422,Women,40-44 years,Region Syddanmark,"Diseases of ear, nose and throat",19.0,27.0,17.0,22.0
3423,Women,40-44 years,Region Syddanmark,"Endocrine, metabolic and chromosomic diseases",32.0,29.0,43.0,32.0
3424,Women,40-44 years,Region Syddanmark,Mental disorders,328.0,386.0,382.0,357.0
3425,Women,40-44 years,Region Syddanmark,Diseases of mamma,6.333333333333333,4.0,5.0,10.0
3426,Women,40-44 years,Region Syddanmark,Sterilization,0.0,0.0,0.0,0.0
3427,Women,40-44 years,Region Syddanmark,Concussion,4.5,4.5,4.0,5.0
3428,Women,40-44 years,Region Syddanmark,Poisonings,24.0,24.0,26.0,27.0
3429,Women,40-44 years,Region Syddanmark,Live-born children,0.0,0.0,0.0,0.0
3430,Women,40-44 years,Region Syddanmark,Other diseases,313.0,374.0,304.0,321.0
3431,Women,40-44 years,Region Midtjylland,"Diagnosis, total",1760.0,1815.0,1828.0,1606.0
3432,Women,40-44 years,Region Midtjylland,Infectious diseases,53.0,61.0,75.0,82.0
3433,Women,40-44 years,Region Midtjylland,Diseases of lung,90.0,90.0,67.0,53.0
3434,Women,40-44 years,Region Midtjylland,Diseases of the nervous system,65.0,66.0,70.0,60.0
3435,Women,40-44 years,Region Midtjylland,Diseases of the heart and great vessels,43.0,39.0,53.0,30.0
3436,Women,40-44 years,Region Midtjylland,"Diseases of arteries, veins, lymph",3.0,5.0,5.0,3.0
3437,Women,40-44 years,Region Midtjylland,Varicose veins in leg,0.0,0.0,0.0,0.0
3438,Women,40-44 years,Region Midtjylland,Diseases of blood and lymphatic tissue,10.0,25.0,19.0,17.0
3439,Women,40-44 years,Region Midtjylland,Diseases of the stomach and intestines,362.0,384.0,352.0,340.0
3440,Women,40-44 years,Region Midtjylland,Diseases of the urinary tract,77.0,70.0,70.0,78.0
3441,Women,40-44 years,Region Midtjylland,Diseases of the musculoskeletal system,101.0,109.0,117.0,106.0
3442,Women,40-44 years,Region Midtjylland,Diseases of female genital organs,27.0,27.0,34.0,23.0
3443,Women,40-44 years,Region Midtjylland,"Diseases of pregnancy, delivery and the perinatal period",97.0,125.0,149.0,132.0
3444,Women,40-44 years,Region Midtjylland,Diseases of the skin and venereal diseases,44.0,31.0,24.0,29.0
3445,Women,40-44 years,Region Midtjylland,Diseases of the eye,3.0,1.5,1.5,0.0
3446,Women,40-44 years,Region Midtjylland,"Diseases of ear, nose and throat",31.0,24.0,17.0,26.0
3447,Women,40-44 years,Region Midtjylland,"Endocrine, metabolic and chromosomic diseases",40.0,38.0,41.0,29.0
3448,Women,40-44 years,Region Midtjylland,Mental disorders,377.0,370.0,374.0,300.0
3449,Women,40-44 years,Region Midtjylland,Diseases of mamma,5.0,7.0,11.0,5.0
3450,Women,40-44 years,Region Midtjylland,Sterilization,0.0,0.0,0.0,0.0
3451,Women,40-44 years,Region Midtjylland,Concussion,6.0,5.0,7.0,3.0
3452,Women,40-44 years,Region Midtjylland,Poisonings,28.0,38.0,20.0,27.0
3453,Women,40-44 years,Region Midtjylland,Live-born children,0.0,0.0,0.0,0.0
3454,Women,40-44 years,Region Midtjylland,Other diseases,298.0,306.0,321.0,263.0
3455,Women,40-44 years,Region Nordjylland,"Diagnosis, total",708.0,781.0,788.0,794.0
3456,Women,40-44 years,Region Nordjylland,Infectious diseases,19.0,31.0,35.0,34.0
3457,Women,40-44 years,Region Nordjylland,Diseases of lung,36.0,31.0,35.0,42.0
3458,Women,40-44 years,Region Nordjylland,Diseases of the nervous system,38.0,31.0,39.0,36.0
3459,Women,40-44 years,Region Nordjylland,Diseases of the heart and great vessels,13.0,28.0,21.0,16.0
3460,Women,40-44 years,Region Nordjylland,"Diseases of arteries, veins, lymph",4.0,2.0,2.0,0.0
3461,Women,40-44 years,Region Nordjylland,Varicose veins in leg,0.0,0.0,0.0,0.0
3462,Women,40-44 years,Region Nordjylland,Diseases of blood and lymphatic tissue,14.0,14.0,9.0,5.0
3463,Women,40-44 years,Region Nordjylland,Diseases of the stomach and intestines,157.0,169.0,194.0,159.0
3464,Women,40-44 years,Region Nordjylland,Diseases of the urinary tract,25.0,20.0,24.0,23.0
3465,Women,40-44 years,Region Nordjylland,Diseases of the musculoskeletal system,45.0,51.0,61.0,56.0
3466,Women,40-44 years,Region Nordjylland,Diseases of female genital organs,28.0,26.0,30.0,36.0
3467,Women,40-44 years,Region Nordjylland,"Diseases of pregnancy, delivery and the perinatal period",55.0,77.0,58.0,52.0
3468,Women,40-44 years,Region Nordjylland,Diseases of the skin and venereal diseases,7.0,12.0,21.0,14.0
3469,Women,40-44 years,Region Nordjylland,Diseases of the eye,3.0,3.0,3.0,0.0
3470,Women,40-44 years,Region Nordjylland,"Diseases of ear, nose and throat",11.0,13.0,8.0,10.0
3471,Women,40-44 years,Region Nordjylland,"Endocrine, metabolic and chromosomic diseases",20.0,16.0,24.0,20.0
3472,Women,40-44 years,Region Nordjylland,Mental disorders,78.0,64.0,70.0,108.0
3473,Women,40-44 years,Region Nordjylland,Diseases of mamma,0.0,3.0,1.5,1.5
3474,Women,40-44 years,Region Nordjylland,Sterilization,0.0,0.0,0.0,0.0
3475,Women,40-44 years,Region Nordjylland,Concussion,,,,
3476,Women,40-44 years,Region Nordjylland,Poisonings,8.0,11.0,10.0,18.0
3477,Women,40-44 years,Region Nordjylland,Live-born children,0.0,0.0,0.0,0.0
3478,Women,40-44 years,Region Nordjylland,Other diseases,146.0,178.0,141.0,161.0
3479,Women,45-49 years,Region Hovedstaden,"Diagnosis, total",3129.0,3195.0,3265.0,2846.0
3480,Women,45-49 years,Region Hovedstaden,Infectious diseases,110.0,164.0,190.0,143.0
3481,Women,45-49 years,Region Hovedstaden,Diseases of lung,220.0,161.0,183.0,149.0
3482,Women,45-49 years,Region Hovedstaden,Diseases of the nervous system,136.0,152.0,180.0,161.0
3483,Women,45-49 years,Region Hovedstaden,Diseases of the heart and great vessels,137.0,123.0,114.0,103.0
3484,Women,45-49 years,Region Hovedstaden,"Diseases of arteries, veins, lymph",24.0,35.0,18.0,14.0
3485,Women,45-49 years,Region Hovedstaden,Varicose veins in leg,0.0,0.0,0.0,0.0
3486,Women,45-49 years,Region Hovedstaden,Diseases of blood and lymphatic tissue,51.0,39.0,30.0,30.0
3487,Women,45-49 years,Region Hovedstaden,Diseases of the stomach and intestines,571.0,593.0,596.0,486.0
3488,Women,45-49 years,Region Hovedstaden,Diseases of the urinary tract,117.0,118.0,141.0,89.0
3489,Women,45-49 years,Region Hovedstaden,Diseases of the musculoskeletal system,206.0,209.0,215.0,175.0
3490,Women,45-49 years,Region Hovedstaden,Diseases of female genital organs,41.0,39.0,47.0,45.0
3491,Women,45-49 years,Region Hovedstaden,"Diseases of pregnancy, delivery and the perinatal period",68.0,64.0,85.0,89.0
3492,Women,45-49 years,Region Hovedstaden,Diseases of the skin and venereal diseases,65.0,63.0,59.0,52.0
3493,Women,45-49 years,Region Hovedstaden,Diseases of the eye,8.0,9.0,14.0,10.333333333333334
3494,Women,45-49 years,Region Hovedstaden,"Diseases of ear, nose and throat",39.0,29.0,36.0,33.0
3495,Women,45-49 years,Region Hovedstaden,"Endocrine, metabolic and chromosomic diseases",66.0,81.0,55.0,61.0
3496,Women,45-49 years,Region Hovedstaden,Mental disorders,561.0,555.0,611.0,590.0
3497,Women,45-49 years,Region Hovedstaden,Diseases of mamma,19.0,28.0,18.0,17.0
3498,Women,45-49 years,Region Hovedstaden,Sterilization,0.0,0.0,0.0,0.0
3499,Women,45-49 years,Region Hovedstaden,Concussion,8.0,7.0,3.0,6.0
3500,Women,45-49 years,Region Hovedstaden,Poisonings,30.0,39.0,55.0,55.0
3501,Women,45-49 years,Region Hovedstaden,Live-born children,0.0,0.0,0.0,0.0
3502,Women,45-49 years,Region Hovedstaden,Other diseases,652.0,686.0,615.0,545.0
3503,Women,45-49 years,Region Sjælland,"Diagnosis, total",1577.0,1564.0,1738.0,1547.0
3504,Women,45-49 years,Region Sjælland,Infectious diseases,45.0,73.0,103.0,60.0
3505,Women,45-49 years,Region Sjælland,Diseases of lung,95.0,103.0,100.0,75.0
3506,Women,45-49 years,Region Sjælland,Diseases of the nervous system,91.0,64.0,53.0,77.0
3507,Women,45-49 years,Region Sjælland,Diseases of the heart and great vessels,43.0,67.0,80.0,62.0
3508,Women,45-49 years,Region Sjælland,"Diseases of arteries, veins, lymph",17.0,11.0,17.0,12.0
3509,Women,45-49 years,Region Sjælland,Varicose veins in leg,0.0,0.0,0.0,0.0
3510,Women,45-49 years,Region Sjælland,Diseases of blood and lymphatic tissue,13.0,10.0,35.0,12.0
3511,Women,45-49 years,Region Sjælland,Diseases of the stomach and intestines,369.0,322.0,380.0,337.0
3512,Women,45-49 years,Region Sjælland,Diseases of the urinary tract,75.0,49.0,69.0,57.0
3513,Women,45-49 years,Region Sjælland,Diseases of the musculoskeletal system,105.0,109.0,118.0,113.0
3514,Women,45-49 years,Region Sjælland,Diseases of female genital organs,36.0,36.0,35.0,36.0
3515,Women,45-49 years,Region Sjælland,"Diseases of pregnancy, delivery and the perinatal period",11.0,9.0,14.0,15.0
3516,Women,45-49 years,Region Sjælland,Diseases of the skin and venereal diseases,45.0,29.0,23.0,34.0
3517,Women,45-49 years,Region Sjælland,Diseases of the eye,3.0,3.0,3.0,3.0
3518,Women,45-49 years,Region Sjælland,"Diseases of ear, nose and throat",17.0,9.0,13.0,14.0
3519,Women,45-49 years,Region Sjælland,"Endocrine, metabolic and chromosomic diseases",45.0,39.0,34.0,31.0
3520,Women,45-49 years,Region Sjælland,Mental disorders,207.0,255.0,273.0,258.0
3521,Women,45-49 years,Region Sjælland,Diseases of mamma,17.0,6.0,10.0,17.0
3522,Women,45-49 years,Region Sjælland,Sterilization,0.0,0.0,0.0,0.0
3523,Women,45-49 years,Region Sjælland,Concussion,5.0,8.0,4.0,3.0
3524,Women,45-49 years,Region Sjælland,Poisonings,21.0,19.0,18.0,34.0
3525,Women,45-49 years,Region Sjælland,Live-born children,0.0,0.0,0.0,0.0
3526,Women,45-49 years,Region Sjælland,Other diseases,321.0,343.0,356.0,297.0
3527,Women,45-49 years,Region Syddanmark,"Diagnosis, total",1707.0,1915.0,1832.0,1875.0
3528,Women,45-49 years,Region Syddanmark,Infectious diseases,68.0,70.0,109.0,96.0
3529,Women,45-49 years,Region Syddanmark,Diseases of lung,111.0,122.0,102.0,102.0
3530,Women,45-49 years,Region Syddanmark,Diseases of the nervous system,71.0,97.0,82.0,81.0
3531,Women,45-49 years,Region Syddanmark,Diseases of the heart and great vessels,49.0,71.0,68.0,65.0
3532,Women,45-49 years,Region Syddanmark,"Diseases of arteries, veins, lymph",8.0,9.0,6.0,7.666666666666667
3533,Women,45-49 years,Region Syddanmark,Varicose veins in leg,0.0,0.0,0.0,0.0
3534,Women,45-49 years,Region Syddanmark,Diseases of blood and lymphatic tissue,11.0,17.0,20.0,16.0
3535,Women,45-49 years,Region Syddanmark,Diseases of the stomach and intestines,303.0,350.0,365.0,357.0
3536,Women,45-49 years,Region Syddanmark,Diseases of the urinary tract,63.0,95.0,68.0,84.0
3537,Women,45-49 years,Region Syddanmark,Diseases of the musculoskeletal system,120.0,122.0,139.0,143.0
3538,Women,45-49 years,Region Syddanmark,Diseases of female genital organs,40.0,34.0,23.0,39.0
3539,Women,45-49 years,Region Syddanmark,"Diseases of pregnancy, delivery and the perinatal period",9.0,8.0,19.0,15.0
3540,Women,45-49 years,Region Syddanmark,Diseases of the skin and venereal diseases,28.0,33.0,29.0,43.0
3541,Women,45-49 years,Region Syddanmark,Diseases of the eye,2.3333333333333335,0.0,3.0,4.0
3542,Women,45-49 years,Region Syddanmark,"Diseases of ear, nose and throat",21.0,30.0,14.0,18.0
3543,Women,45-49 years,Region Syddanmark,"Endocrine, metabolic and chromosomic diseases",42.0,42.0,51.0,51.0
3544,Women,45-49 years,Region Syddanmark,Mental disorders,358.0,376.0,349.0,371.0
3545,Women,45-49 years,Region Syddanmark,Diseases of mamma,9.0,8.0,10.0,6.0
3546,Women,45-49 years,Region Syddanmark,Sterilization,0.0,0.0,0.0,0.0
3547,Women,45-49 years,Region Syddanmark,Concussion,,,,
3548,Women,45-49 years,Region Syddanmark,Poisonings,39.0,35.0,23.0,29.0
3549,Women,45-49 years,Region Syddanmark,Live-born children,0.0,0.0,0.0,0.0
3550,Women,45-49 years,Region Syddanmark,Other diseases,353.0,394.0,350.0,352.0
3551,Women,45-49 years,Region Midtjylland,"Diagnosis, total",1885.0,1947.0,1942.0,1872.0
3552,Women,45-49 years,Region Midtjylland,Infectious diseases,65.0,85.0,127.0,137.0
3553,Women,45-49 years,Region Midtjylland,Diseases of lung,150.0,137.0,128.0,115.0
3554,Women,45-49 years,Region Midtjylland,Diseases of the nervous system,86.0,111.0,80.0,74.0
3555,Women,45-49 years,Region Midtjylland,Diseases of the heart and great vessels,65.0,88.0,82.0,80.0
3556,Women,45-49 years,Region Midtjylland,"Diseases of arteries, veins, lymph",8.0,11.0,10.0,4.0
3557,Women,45-49 years,Region Midtjylland,Varicose veins in leg,0.0,0.0,0.0,0.0
3558,Women,45-49 years,Region Midtjylland,Diseases of blood and lymphatic tissue,18.0,21.0,21.0,16.0
3559,Women,45-49 years,Region Midtjylland,Diseases of the stomach and intestines,435.0,374.0,433.0,350.0
3560,Women,45-49 years,Region Midtjylland,Diseases of the urinary tract,86.0,98.0,115.0,95.0
3561,Women,45-49 years,Region Midtjylland,Diseases of the musculoskeletal system,164.0,152.0,116.0,134.0
3562,Women,45-49 years,Region Midtjylland,Diseases of female genital organs,22.0,30.0,36.0,28.0
3563,Women,45-49 years,Region Midtjylland,"Diseases of pregnancy, delivery and the perinatal period",9.0,8.0,10.0,10.0
3564,Women,45-49 years,Region Midtjylland,Diseases of the skin and venereal diseases,48.0,31.0,36.0,23.0
3565,Women,45-49 years,Region Midtjylland,Diseases of the eye,3.0,4.0,4.0,5.0
3566,Women,45-49 years,Region Midtjylland,"Diseases of ear, nose and throat",22.0,23.0,22.0,29.0
3567,Women,45-49 years,Region Midtjylland,"Endocrine, metabolic and chromosomic diseases",59.0,62.0,58.0,55.0
3568,Women,45-49 years,Region Midtjylland,Mental disorders,262.0,317.0,303.0,379.0
3569,Women,45-49 years,Region Midtjylland,Diseases of mamma,7.0,9.0,7.0,5.0
3570,Women,45-49 years,Region Midtjylland,Sterilization,0.0,0.0,0.0,0.0
3571,Women,45-49 years,Region Midtjylland,Concussion,5.0,7.0,3.0,5.0
3572,Women,45-49 years,Region Midtjylland,Poisonings,33.0,23.0,35.0,23.0
3573,Women,45-49 years,Region Midtjylland,Live-born children,0.0,0.0,0.0,0.0
3574,Women,45-49 years,Region Midtjylland,Other diseases,347.0,358.0,318.0,308.0
3575,Women,45-49 years,Region Nordjylland,"Diagnosis, total",832.0,949.0,931.0,870.0
3576,Women,45-49 years,Region Nordjylland,Infectious diseases,30.0,46.0,49.0,43.0
3577,Women,45-49 years,Region Nordjylland,Diseases of lung,41.0,62.0,61.0,56.0
3578,Women,45-49 years,Region Nordjylland,Diseases of the nervous system,50.0,53.0,55.0,46.0
3579,Women,45-49 years,Region Nordjylland,Diseases of the heart and great vessels,26.0,30.0,31.0,27.0
3580,Women,45-49 years,Region Nordjylland,"Diseases of arteries, veins, lymph",5.666666666666667,9.0,5.0,3.0
3581,Women,45-49 years,Region Nordjylland,Varicose veins in leg,0.0,0.0,0.0,0.0
3582,Women,45-49 years,Region Nordjylland,Diseases of blood and lymphatic tissue,6.0,9.0,8.0,13.0
3583,Women,45-49 years,Region Nordjylland,Diseases of the stomach and intestines,200.0,212.0,200.0,182.0
3584,Women,45-49 years,Region Nordjylland,Diseases of the urinary tract,27.0,39.0,35.0,40.0
3585,Women,45-49 years,Region Nordjylland,Diseases of the musculoskeletal system,35.0,52.0,65.0,55.0
3586,Women,45-49 years,Region Nordjylland,Diseases of female genital organs,30.0,31.0,30.0,32.0
3587,Women,45-49 years,Region Nordjylland,"Diseases of pregnancy, delivery and the perinatal period",4.333333333333333,3.0,4.0,6.0
3588,Women,45-49 years,Region Nordjylland,Diseases of the skin and venereal diseases,20.0,17.0,20.0,21.0
3589,Women,45-49 years,Region Nordjylland,Diseases of the eye,4.0,4.666666666666667,4.0,6.0
3590,Women,45-49 years,Region Nordjylland,"Diseases of ear, nose and throat",12.0,15.0,17.0,12.0
3591,Women,45-49 years,Region Nordjylland,"Endocrine, metabolic and chromosomic diseases",18.0,16.0,26.0,26.0
3592,Women,45-49 years,Region Nordjylland,Mental disorders,149.0,148.0,116.0,130.0
3593,Women,45-49 years,Region Nordjylland,Diseases of mamma,,,,
3594,Women,45-49 years,Region Nordjylland,Sterilization,0.0,0.0,0.0,0.0
3595,Women,45-49 years,Region Nordjylland,Concussion,0.0,0.0,0.0,0.0
3596,Women,45-49 years,Region Nordjylland,Poisonings,12.0,13.0,15.0,14.0
3597,Women,45-49 years,Region Nordjylland,Live-born children,0.0,0.0,0.0,0.0
3598,Women,45-49 years,Region Nordjylland,Other diseases,167.0,192.0,187.0,155.0
3599,Women,50-54 years,Region Hovedstaden,"Diagnosis, total",3668.0,3728.0,3436.0,3074.0
3600,Women,50-54 years,Region Hovedstaden,Infectious diseases,135.0,204.0,241.0,160.0
3601,Women,50-54 years,Region Hovedstaden,Diseases of lung,325.0,251.0,213.0,236.0
3602,Women,50-54 years,Region Hovedstaden,Diseases of the nervous system,205.0,231.0,197.0,178.0
3603,Women,50-54 years,Region Hovedstaden,Diseases of the heart and great vessels,170.0,171.0,148.0,170.0
3604,Women,50-54 years,Region Hovedstaden,"Diseases of arteries, veins, lymph",15.0,32.0,26.0,22.0
3605,Women,50-54 years,Region Hovedstaden,Varicose veins in leg,0.0,0.0,0.0,0.0
3606,Women,50-54 years,Region Hovedstaden,Diseases of blood and lymphatic tissue,47.0,47.0,25.0,40.0
3607,Women,50-54 years,Region Hovedstaden,Diseases of the stomach and intestines,692.0,733.0,663.0,525.0
3608,Women,50-54 years,Region Hovedstaden,Diseases of the urinary tract,140.0,113.0,126.0,109.0
3609,Women,50-54 years,Region Hovedstaden,Diseases of the musculoskeletal system,296.0,324.0,284.0,267.0
3610,Women,50-54 years,Region Hovedstaden,Diseases of female genital organs,40.0,36.0,41.0,27.0
3611,Women,50-54 years,Region Hovedstaden,"Diseases of pregnancy, delivery and the perinatal period",3.0,3.0,3.0,3.0
3612,Women,50-54 years,Region Hovedstaden,Diseases of the skin and venereal diseases,57.0,65.0,60.0,44.0
3613,Women,50-54 years,Region Hovedstaden,Diseases of the eye,19.0,9.0,16.0,9.0
3614,Women,50-54 years,Region Hovedstaden,"Diseases of ear, nose and throat",44.0,25.0,27.0,37.0
3615,Women,50-54 years,Region Hovedstaden,"Endocrine, metabolic and chromosomic diseases",95.0,75.0,94.0,67.0
3616,Women,50-54 years,Region Hovedstaden,Mental disorders,550.0,561.0,489.0,515.0
3617,Women,50-54 years,Region Hovedstaden,Diseases of mamma,37.0,26.0,29.0,27.0
3618,Women,50-54 years,Region Hovedstaden,Sterilization,0.0,0.0,0.0,0.0
3619,Women,50-54 years,Region Hovedstaden,Concussion,7.0,9.0,6.0,8.0
3620,Women,50-54 years,Region Hovedstaden,Poisonings,58.0,41.0,36.0,36.0
3621,Women,50-54 years,Region Hovedstaden,Live-born children,0.0,0.0,0.0,0.0
3622,Women,50-54 years,Region Hovedstaden,Other diseases,734.0,773.0,711.0,596.0
3623,Women,50-54 years,Region Sjælland,"Diagnosis, total",1989.0,2068.0,1898.0,1812.0
3624,Women,50-54 years,Region Sjælland,Infectious diseases,76.0,112.0,109.0,95.0
3625,Women,50-54 years,Region Sjælland,Diseases of lung,159.0,163.0,128.0,118.0
3626,Women,50-54 years,Region Sjælland,Diseases of the nervous system,84.0,83.0,84.0,91.0
3627,Women,50-54 years,Region Sjælland,Diseases of the heart and great vessels,128.0,120.0,105.0,122.0
3628,Women,50-54 years,Region Sjælland,"Diseases of arteries, veins, lymph",17.0,19.0,22.0,16.0
3629,Women,50-54 years,Region Sjælland,Varicose veins in leg,0.0,0.0,0.0,0.0
3630,Women,50-54 years,Region Sjælland,Diseases of blood and lymphatic tissue,22.0,38.0,19.0,23.0
3631,Women,50-54 years,Region Sjælland,Diseases of the stomach and intestines,415.0,404.0,396.0,350.0
3632,Women,50-54 years,Region Sjælland,Diseases of the urinary tract,75.0,85.0,68.0,63.0
3633,Women,50-54 years,Region Sjælland,Diseases of the musculoskeletal system,147.0,146.0,156.0,156.0
3634,Women,50-54 years,Region Sjælland,Diseases of female genital organs,33.0,25.0,31.0,23.0
3635,Women,50-54 years,Region Sjælland,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
3636,Women,50-54 years,Region Sjælland,Diseases of the skin and venereal diseases,33.0,35.0,34.0,33.0
3637,Women,50-54 years,Region Sjælland,Diseases of the eye,4.0,4.333333333333333,3.0,6.0
3638,Women,50-54 years,Region Sjælland,"Diseases of ear, nose and throat",18.0,13.0,14.0,20.0
